"fcc_unique_id","job_title","queried_salary","job_type","skill","company_id"
"1_281a27deb89bbe92","Data Scientist","<80000","data_scientist","['SAP', 'SQL']","c_761"
"2_b584cf601069b5d0","Data Scientist","<80000","data_scientist","['Machine Learning', 'R', 'SAS', 'SQL', 'Python']","c_1336"
"3_b39fb6f124ce8586","Data Scientist","<80000","data_scientist","['Data Mining', 'Data Management', 'R', 'SAS', 'SQL', 'STATA', 'SPSS', 'Data Analysis', 'Python']","c_523"
"4_e9870e3159e9c6ac","Graduate Studies Program - Data Scientist","<80000","data_scientist","['Certified Internal Auditor']","c_418"
"5_2c6850e24c8a2811","Data Scientist I","<80000","data_scientist","['Statistical Software', 'Time Management', 'R', 'Microsoft Office', 'Excel', 'Tableau', 'Data Science']","c_782"
"6_e8f18ca6180ec8da","Data Scientist - Entry to Experienced Level","<80000","data_scientist","['AI', 'Quantitative Analysis', 'Data Mining', 'Machine Learning', 'Analysis Skills', 'CSS']","c_1374"
"7_4500f579ddd13a3b","Geospatial Data Scientist","<80000","data_scientist","['Statistical Software', 'Machine Learning', 'R', 'Image Processing', 'SQL', 'Cloud Computing', 'ArcGIS', 'GIS', 'Python', 'AWS']","c_1448"
"8_291c4b8251ea1163","Data Scientist","<80000","data_scientist","['Machine Learning', 'R', 'SQL']","c_1463"
"9_95ffa1338c01d3de","Bioinformatics Data Scientist","<80000","data_scientist","['Linux', 'R', 'C/C++', 'Python']","c_2050"
"10_ca509b164585637a","Data Scientist","<80000","data_scientist","['JavaScript', 'Data Mining', 'TS/SCI Clearance', 'R', 'C/C++', 'Python']","c_2071"
"11_1f92178814b05d89","Data Scientist","<80000","data_scientist","['Machine Learning', 'R', 'SPSS', 'Data Analysis', 'Statistical Software', 'Data Mining', 'SAS', 'Python']","c_1950"
"12_a3d79a6d43cd3473","Data Scientist","<80000","data_scientist","['Machine Learning', 'Analysis Skills', 'Data Science']","c_1684"
"13_918f9b74accbe201","Jr. Data Scientist - Machine Learning","<80000","data_scientist","['Machine Learning', 'Python']","c_700"
"14_7cb8926c790321ab","Data Scientist","<80000","data_scientist","['TensorFlow', 'Project Planning', 'Linux', 'Machine Learning', 'C/C++', 'Python', 'Jira']","c_403"
"15_dc35d3f5eff3380a","Enrollment Data Scientist & Econometrician","<80000","data_scientist","['Machine Learning', 'R', 'Statisical Analysis', 'SPSS', 'Statistical Software', 'Data Mining', 'Scala', 'Tableau', 'Java', '""Drivers License""', 'Python']","c_817"
"16_1c0efdb7854b6585","Junior Data Scientist","<80000","data_scientist","['Machine Learning', 'R', 'SQL', 'Analysis Skills', 'Python', 'Data Science']","c_38"
"17_9e215d88a6b33622","Data Scientist","<80000","data_scientist","['Microsoft SQL Server', 'Data Mining', 'Machine Learning', 'Visual Basic', 'R', 'SAS', 'SQL', 'Excel', 'Tableau', 'Microsoft Access', 'SPSS', 'Python']","c_617"
"18_1ddb91d85c72e885","Data Analytics and Machine Learning Specialist","<80000","data_scientist","['Machine Learning']","c_763"
"19_71cf745ec1b3aae4","Postdoctoral Associate/Data Scientist, Laboratory for Multis...","<80000","data_scientist","['LMRT', 'Machine Learning']","c_1319"
"20_ef34ff29d760a6f2","innovationOchsner (iO) - Data Scientist - Benson Tower","<80000","data_scientist","['AI', 'Data Mining', 'Machine Learning', 'R', 'Natural Language Processing', 'Data Science', 'Python']","c_1455"
"21_aa53b551f9df0210","Statistician/Data Scientist","<80000","data_scientist","['IIS', 'TS/SCI Clearance']","c_1649"
"22_aa53b551f9df0210","Statistician / Data Scientist","<80000","data_scientist","['IIS', 'TS/SCI Clearance']","c_1649"
"23_4146d8487cdbf799","Environmental Data Scientist, Bureau of Environmental Survei...","<80000","data_scientist","['Statistical Software', 'SAS', 'SQL', 'Tableau']","c_1448"
"24_3f0d5695925aa6ba","Environmental Data Manager/Data Scientist (Associate Level)","<80000","data_scientist","['Microsoft SQL Server', 'Data Management', 'Power BI', 'CAD Software', 'SQL', 'Microsoft Access', 'SharePoint', 'ArcGIS']","c_740"
"25_9e215d88a6b33622","Sr. Data Scientist - Secret","<80000","data_scientist","['Data Mining', 'R', 'Python']","c_617"
"26_ef34ff29d760a6f2","innovation Ochsner - iO - Data Scientist - Benson Tower","<80000","data_scientist","['AI', 'Data Mining', 'Machine Learning', 'R', 'Natural Language Processing', 'Data Science', 'Python']","c_1455"
"27_a5b4499d9e91a5c6","Google AI Resident, 2019 Start (Fixed-Term Employee)","<80000","data_scientist","","c_903"
"28_26727f1861532c63","Data Analysis & Machine Learning Postdoctoral Researcher","<80000","data_scientist","['TensorFlow', 'Machine Learning', 'Git', 'Python', 'SVN']","c_1178"
"29_f89deb5a97c7738a","Applied Machine Learning Scientist - Digital Imaging","<80000","data_scientist","['TensorFlow', 'JavaScript', 'React', 'Data Mining', 'Adobe Photoshop', 'Machine Learning', 'CSS', 'HTML5']","c_50"
"30_485155ca34f4e0c7","Machine Learning Scientist","<80000","data_scientist","['TensorFlow', 'Machine Learning', 'R', 'Python', 'C/C++', 'SQL']","c_1070"
"31_5c42f0ed4ae5b712","Data Scientist/Sr. Scientific Programmer (Researcher 6)","<80000","data_scientist","['Machine Learning', 'Scripting', 'R', 'Perl', 'SQL', 'MATLAB', 'Python']","c_2055"
"32_aef928e89977f7f0","Machine Learning Intern (Summer 2019)","<80000","data_scientist","['Splunk', 'Data Mining', 'Machine Learning', 'Data Science']","c_1813"
"33_5793e68a003f2fb6","Data Scientist (Research Director)","<80000","data_scientist","['Grant Writing']","c_1807"
"34_734cb5a01ee60f80","Machine Learning Scientist II","<80000","data_scientist","['Natural Language Processing', 'Hive', 'Spark', 'Microsoft Powerpoint', 'Machine Learning', 'Hadoop', 'MATLAB', 'Python']","c_1310"
"35_686538d3cb10c608","DATA SCIENTIST AND TEAM LEAD (Data Analytics Practice)","<80000","data_scientist","['Data Mining', 'Statisical Analysis', 'Qualitative Research']","c_669"
"36_686538d3cb10c608","DATA SCIENTIST, PROSPECT RESEARCH, MGMT & ANALYTICS-UNIV DEV...","<80000","data_scientist","['Java', 'R', 'SAS', 'Python', 'SQL', 'Tableau']","c_669"
"37_a74a0fbbfa36acbd","Senior Data Scientist, Supply Chain","<80000","data_scientist","['AI', 'Quantitative Analysis', 'Microsoft SQL Server', 'Machine Learning', 'Visual Basic', 'R', 'SQL', '.Net', 'C#', 'Python']","c_557"
"38_7a3824693ee1074b","Machine Learning","<80000","data_scientist","['Big Data', 'Natural Language Processing', 'Spark', 'Machine Learning', 'Hadoop']","c_2008"
"39_e10c55d179cada25","Temporary Content Developer - Machine Learning","<80000","data_scientist","['TensorFlow', 'Machine Learning', 'Python']","c_1019"
"40_91531f080b85f54c","Computer Vision Scientist (Machine Learning)","<80000","data_scientist","['TensorFlow', 'Machine Learning', 'Image Processing', 'C/C++']","c_376"
"41_7e408d96768a4a43","FamilySearch Machine Learning Annotation Specialist","<80000","data_scientist","['Machine Learning', 'Microsoft Powerpoint', 'Microsoft Office']","c_1927"
"42_d81796328c01c258","Machine Learning Research Scientist - Optics & Photonics Lab","<80000","data_scientist","['.Net', 'C#', 'Machine Learning', 'Software Development', 'MATLAB', 'Image Processing', 'Signal Processing', 'Python', 'C/C++']","c_1689"
"43_c037aeb6086309d9","Machine Learning Researcher SAN FRANCISCOMEMBER OF TECHNICAL...","<80000","data_scientist","['AI', 'Machine Learning']","c_1474"
"44_de71a49b535e21cb","Entry-Level Data Scientist","80000-99999","data_scientist","['Java', 'Data Mining', 'Machine Learning', 'Design Experience', 'Scripting', 'R', 'SAS', 'Python']","c_1017"
"45_0196d12881dbeaab","Trainee as Data Scientist (January to June 2019)","80000-99999","data_scientist","['Pentaho', 'Excel']","c_188"
"46_d124dbfd3785b597","Data Scientist","80000-99999","data_scientist","['Data Mining']","c_1883"
"47_822bc5d9a49270ea","Data Scientist-Tchnlgy","80000-99999","data_scientist","['Microsoft SQL Server', 'Data Mining', 'R', 'Oracle', 'SAS', 'SQL', 'DB2']","c_2139"
"48_12d93b2edd3b27a0","Data Scientist","80000-99999","data_scientist","","c_2021"
"49_ee1723cae957f03e","Data Scientist","80000-99999","data_scientist","['Natural Language Processing', 'Machine Learning']","c_1409"
"50_5d1506a5df73a48e","Data Scientist - Life Sciences","80000-99999","data_scientist","['AI', 'Next Generation Sequencing', 'Machine Learning', 'Bioinformatics']","c_170"
"51_822bc5d9a49270ea","Data Scientist","80000-99999","data_scientist","['Microsoft SQL Server', 'Data Mining', 'R', 'Oracle', 'SAS', 'SQL', 'DB2']","c_2139"
"52_b3991d5c19e7c0f4","Data Scientist","80000-99999","data_scientist","","c_698"
"53_734cb5a01ee60f80","Data Scientist","80000-99999","data_scientist","['.Net', 'Data Mining', 'C#', 'Machine Learning', 'R', 'C/C++', 'Python', 'SQL']","c_1310"
"54_0918a251e6902f97","Data Scientist","80000-99999","data_scientist","['Data Mining', 'Data Warehouse', 'R', 'SAS', 'Statisical Analysis', 'Python', 'SQL']","c_616"
"55_55a2bdb0a91b873d","Data Scientist - Labor Planning & Analytics","80000-99999","data_scientist","['Machine Learning', 'R', 'Microsoft Office', 'SQL', 'Alteryx', 'Data Warehouse', 'Python']","c_632"
"56_f6b7f1c44b44197c","Associate Data Scientist","80000-99999","data_scientist","['Machine Learning', 'R', 'Perl', 'C/C++', 'SQL', 'Big Data', 'SPSS', 'MATLAB', 'Data Mining', 'Ruby', 'Hadoop', 'SAS', 'Tableau', 'Java', 'Spark', 'Git', 'Python', 'Data Science']","c_933"
"57_3a71a4d2f7990a25","D3 - Junior Data Scientist 1","80000-99999","data_scientist","['Machine Learning', 'R', 'Perl', 'SPSS', 'MATLAB', 'Statistical Software', 'Hadoop', 'SAS', 'Java', 'Python']","c_97"
"58_ce80ec5079d3411a","Data Scientist","80000-99999","data_scientist","['R', 'Marketing', 'SAS', 'SQL', 'Python']","c_1166"
"59_2a341562d64c7cdb","Data Scientist","80000-99999","data_scientist","","c_2046"
"60_bfef2b2da6904e2a","Data Scientist","80000-99999","data_scientist","['Machine Learning', 'R', 'SAS', 'Python', 'SQL']","c_2186"
"61_ffe2a8d347177024","Data Scientist (Corporate)","80000-99999","data_scientist","['Data Mining', 'Statisical Analysis', 'Customer Service']","c_1306"
"62_6602679598abef38","Junior Data Scientist","80000-99999","data_scientist","['Java', 'AI', 'Machine Learning']","c_1064"
"63_3a71a4d2f7990a25","D3 - Junior Data Scientist","80000-99999","data_scientist","['Machine Learning', 'R', 'Perl', 'SPSS', 'MATLAB', 'Statistical Software', 'Hadoop', 'SAS', 'Java', 'Python']","c_97"
"64_12e41f7040f168e8","Data Scientist II (Forecasting & Scheduling)","80000-99999","data_scientist","['Predictive Analytics', 'Hive', 'Spark', 'Machine Learning', 'Python', 'SQL', 'AWS']","c_921"
"65_fe9f3e46b5a733c0","Data Scientist","80000-99999","data_scientist","['Business Intelligence', 'Data Mining', 'Machine Learning', 'R', 'SAS', 'Sentiment Analytics', 'SQL', 'SPSS', 'Data Science', 'Python']","c_123"
"66_b75dda97eecc3e82","Data Scientist","80000-99999","data_scientist","['Machine Learning', 'Data Management', 'MATLAB', 'R', 'SAS']","c_2063"
"67_d1d9a6d98647aab4","Data Scientist","80000-99999","data_scientist","['JavaScript', 'Machine Learning', 'XML', 'Hadoop', 'R', 'SQL', 'HTML5', 'Shell Scripting', 'CSS', 'Python', 'AWS']","c_965"
"68_9336772be68ac5a4","Data Scientist, International Programs","80000-99999","data_scientist","['Data Mining', 'Excel']","c_1477"
"69_9e215d88a6b33622","Data Scientist (Python/R) – People Analytics - USDC","80000-99999","data_scientist","['Data Mining', 'R', 'SAS', 'Sentiment Analytics', 'Microsoft Office', 'Tableau', 'Natural Language Processing', 'Python', 'Data Science']","c_617"
"70_a2b2b9c11fdf3f39","Data Scientist","80000-99999","data_scientist","['Machine Learning', 'R', 'SAS', 'Microsoft Office', 'SQL']","c_1741"
"71_503cbddf55bc6990","Data Scientist II","80000-99999","data_scientist","['Business Intelligence', 'Power BI', 'Tableau']","c_1301"
"72_d2621f51dde471d3","Junior Data Scientist","80000-99999","data_scientist","['AI', 'Machine Learning', 'R', 'Python', 'SQL', 'Tableau']","c_657"
"73_d1e06ae7d9c9d329","Data Scientist, Membership Analytics Job","80000-99999","data_scientist","['Data Mining', 'Machine Learning', 'Project Management', 'Azure', 'Google Cloud Platform', 'SAS', 'SQL', 'Cloud Computing', 'Data Warehouse', 'Python', 'AWS']","c_289"
"74_f31ab15e49b41186","Data Scientist","80000-99999","data_scientist","['Data Mining', 'Machine Learning', 'R', 'Python', 'SQL']","c_488"
"75_df9dc5d07ee2f57f","Data Scientist","80000-99999","data_scientist","['Data Mining', 'Machine Learning', 'R', 'Python', 'Excel', 'SQL']","c_1894"
"76_8e62baf61c1eb713","Data Scientist","80000-99999","data_scientist","['MySQL', 'Machine Learning', 'R', 'Python']","c_337"
"77_5d258a6ed19226b0","Data Scientist - Junior","80000-99999","data_scientist","['Data Mining', 'Tableau']","c_1304"
"78_18c9889a27c05c17","Data Scientist","80000-99999","data_scientist","['Salesforce CRM', 'Pardot', 'Marketing Automation', 'SQL']","c_1465"
"79_e9870e3159e9c6ac","Data Scientist","80000-99999","data_scientist","['Certified Internal Auditor', 'UI']","c_418"
"80_9856c18783985871","Data Scientist","80000-99999","data_scientist","['Statistical Software', 'R', 'SAS', 'Microsoft Office', 'Excel', 'SQL', 'Big Data', 'Alteryx', 'SPSS', 'MATLAB', 'Six Sigma Certification', 'Six Sigma', 'Google Suite', 'Python']","c_1729"
"81_7942658690eba67c","Data Scientist / Prognostic Health Monitoring Specialist","80000-99999","data_scientist","['Machine Learning', 'R', 'SQL', 'MATLAB', 'Python', 'Signal Processing']","c_21"
"82_5bee64c47451d1c2","Data Scientist","80000-99999","data_scientist","['Perl', 'Statisical Analysis', 'C/C++', 'Java', 'Troubleshooting', 'Python']","c_1177"
"83_8fed3c2c731465ef","Data Scientist","80000-99999","data_scientist","['.Net', 'C#', 'Machine Learning']","c_1760"
"84_aa8a1b8314910702","Data Analytics - Data Scientist","80000-99999","data_scientist","['Microsoft SQL Server', 'Microsoft Powerpoint', 'Visual Basic', 'SAP', 'SQL', 'Tableau', 'Six Sigma Certification']","c_531"
"85_ee32437d8dec00bd","Data Scientist","80000-99999","data_scientist","['Data Mining', 'Machine Learning']","c_1522"
"86_0dec8b7e81d58180","Data scientist","80000-99999","data_scientist","['Business Intelligence', 'SQL', 'Excel', 'Microsoft Access']","c_2103"
"87_306f81e1483f7d82","Data Scientist","80000-99999","data_scientist","['Machine Learning', 'Visual Basic', 'R', 'Oracle', 'C/C++', 'SQL', 'Java', 'Python']","c_1065"
"88_0562f887e2bed9ea","Intern - Data Scientist","80000-99999","data_scientist","['JavaScript', 'Spark', 'Machine Learning', 'Hadoop', 'Data Science']","c_1497"
"89_f0bdae477b5bbe76","Data Scientist","80000-99999","data_scientist","['Data Mining', 'Machine Learning', 'R', 'Python', 'SQL']","c_1945"
"90_e5719b46cb3432f4","Data Scientist","80000-99999","data_scientist","['Machine Learning', 'Python', 'SQL', 'AWS']","c_624"
"91_b1f63de84c0bf6ed","Data Scientist","80000-99999","data_scientist","['Linux', 'Data Mining', 'R', 'Python', 'SQL']","c_392"
"92_ffe2a8d347177024","Data Scientist (Corporate)","80000-99999","data_scientist","['Machine Learning', 'R', 'SAS', 'SQL', 'Customer Service', 'Teradata']","c_1306"
"93_27a2140ddcca6697","Senior Data Scientist","80000-99999","data_scientist","['Microsoft Powerpoint', 'Visual Basic', 'R', 'Python', 'SQL', 'Microsoft Office', 'Tableau']","c_51"
"94_d124dbfd3785b597","Sr Data Scientist","80000-99999","data_scientist","['Statistical Software', 'Data Mining', 'Microsoft SQL Server', 'Microsoft Powerpoint', 'R', 'Marketing', 'SAS', 'Oracle', 'Microsoft Office', 'Minitab', 'Teradata', 'STATA', 'SPSS', 'MATLAB', 'Python']","c_1883"
"95_291c4b8251ea1163","Data Scientist","80000-99999","data_scientist","['Machine Learning', 'R', 'SQL']","c_1463"
"96_cce48ad42816872f","Data Scientist - IS&T","80000-99999","data_scientist","['Linux', 'Data Mining', 'Machine Learning', 'R', 'SAS', 'SQL', 'Natural Language Processing', 'Python']","c_1959"
"97_acf786d7ca32d66d","Data Science Development Program- Junior Data Scientist","80000-99999","data_scientist","['Machine Learning', 'R', 'Python', 'SQL']","c_1266"
"98_d36e68037c569543","Data Scientist","80000-99999","data_scientist","['TensorFlow', 'Hive', 'Hadoop', 'R', 'Python', 'SQL']","c_832"
"99_7cb8926c790321ab","Data Scientist","80000-99999","data_scientist","['Data Mining', 'Machine Learning', 'R', 'SAS', 'Data Science', 'Python', 'SQL']","c_403"
"100_f89deb5a97c7738a","Data Scientist","80000-99999","data_scientist","['Hive', 'Machine Learning', 'R', 'Python', 'SQL']","c_50"
"101_759af91e89b79cf5","Check and Deposit Fraud Data Scientist","80000-99999","data_scientist","['AI', 'Data Mining', 'Microsoft SQL Server', 'Machine Learning', 'R', 'SAS', 'SQL', 'Tableau', 'ACH', 'Six Sigma', 'Python', 'DB2']","c_255"
"102_a3b51ece17c02aae","Data Scientist, Bioinformatics Developer","80000-99999","data_scientist","['R', 'Bioinformatics', 'SQL', 'Software Development', 'NoSQL', 'Python']","c_22"
"103_662289e1e3aea148","Data Scientist","80000-99999","data_scientist","['Certified Internal Auditor', 'UI']","c_2071"
"104_b4ae64835618776c","Geospatial Data Scientist 2","80000-99999","data_scientist","['NoSQL', 'Project Management', 'Python', 'SQL']","c_1373"
"105_bc9795b8057e2e4d","Data Scientist","80000-99999","data_scientist","['Data Mining', '""Drivers License""', 'SQL']","c_1716"
"106_5793e68a003f2fb6","Data Scientist","80000-99999","data_scientist","['Time Management', 'Machine Learning', 'Project Management', 'R', 'SAS', 'SQL', 'Python']","c_1807"
"107_e78b4d830917f0a9","Data Scientist","80000-99999","data_scientist","['XML', 'R', 'JSON', 'Git', 'REST', 'PostgreSQL', 'Data Analysis', 'Python']","c_720"
"108_9a4fade2f40ee987","Data Scientist, Consumer Revenue","80000-99999","data_scientist","['JavaScript', 'Google Analytics', 'Marketing', 'Python', 'SQL', 'Tableau']","c_1402"
"109_9dbd283fa12577b2","Data Scientist (Bioinformatics)","80000-99999","data_scientist","['Linux', 'Perl', 'R', 'Bioinformatics', 'MySQL', 'Design Experience', 'Software Development', 'Cell Biology', 'Statistical Software', 'Oracle', 'Java', 'Python']","c_741"
"110_71407dd8182b4e25","Data Scientist","80000-99999","data_scientist","['Node.js', 'JavaScript', 'AI', 'Machine Learning', 'R', 'Python', 'SQL']","c_212"
"111_de71a49b535e21cb","Data Scientist - Intern/Coop","80000-99999","data_scientist","['JavaScript', 'R', 'SQL', 'Excel', 'Tableau', 'Java', 'MySQL', 'NoSQL', 'Python', 'DB2']","c_1017"
"112_ae5bfc395c530fbc","Data Scientist","80000-99999","data_scientist","['Project Management', 'R', 'SAS', 'Python', 'Tableau']","c_2012"
"113_9260904b009b7f86","Data Scientist","80000-99999","data_scientist","['TensorFlow', 'Data Mining', 'Machine Learning']","c_2120"
"114_58eb81332e37c62a","Data Scientist","80000-99999","data_scientist","['Linux', 'R', 'MySQL', 'Git', 'Immunoassays']","c_1576"
"115_ded9605952442cb4","Principal Deep Learning Data Scientist","80000-99999","data_scientist","['Machine Learning', 'Image Processing']","c_1910"
"116_fbd0e7074f877c2f","Data Scientist","80000-99999","data_scientist","['Machine Learning', 'Visual Basic', 'R', 'Python']","c_917"
"117_b1330bfa6e5aae73","Data Scientist","80000-99999","data_scientist","['Data Mining', 'Machine Learning', 'Military Experience', 'RMF']","c_1559"
"118_822bc5d9a49270ea","Data Scientist-Marketing GCIA","80000-99999","data_scientist","['Microsoft SQL Server', 'Data Mining', 'R', 'Oracle', 'SAS', 'SQL', 'Big Data', 'DB2']","c_2139"
"119_1c0efdb7854b6585","Junior Data Scientist","80000-99999","data_scientist","['Machine Learning', 'R', 'SQL', 'Analysis Skills', 'Python', 'Data Science']","c_38"
"120_9e0c3ec37a48b2b9","Data Scientist","80000-99999","data_scientist","['TensorFlow', 'Data Mining', 'Machine Learning']","c_2010"
"121_7847eeddd5ec77ae","Principal Data Scientist, Connected Care","80000-99999","data_scientist","['Machine Learning', 'Hadoop', 'Azure', 'R', 'SQL', 'T-SQL', 'PL/SQL', 'Spark', 'Git', 'Software Development', 'Python', 'AWS']","c_1850"
"122_eeac04fbf92c1c66","Manufacturing Data Scientist","80000-99999","data_scientist","['AI', 'Data Mining', 'Machine Learning', 'Six Sigma', 'Lean', 'Microsoft Office']","c_1421"
"123_867d82af62a0e5c1","Data Scientist","80000-99999","data_scientist","['Machine Learning', 'R', 'Python']","c_1786"
"124_f161bd11bb997f0a","Machine Learning and Artificial Intelligence Scientist","80000-99999","data_scientist","['AI', 'Machine Learning', 'R', 'Python']","c_250"
"125_27a2140ddcca6697","Senior Data Scientist","80000-99999","data_scientist","['Microsoft Powerpoint', 'Visual Basic', 'R', 'Python', 'SQL', 'Microsoft Office', 'Tableau']","c_52"
"126_12626f295bf6a003","Junior Data Scientist","80000-99999","data_scientist","['Power BI', 'R', 'JSON', 'SQL', 'Tableau', 'Java', 'Natural Language Processing', 'MATLAB', 'OOP', 'Python']","c_1220"
"127_b8acc26118799f48","Data Scientist","80000-99999","data_scientist","['Data Mining', 'Machine Learning', 'R', 'Java', 'Natural Language Processing', 'Python']","c_1110"
"128_2e241d2619795229","Data Scientist","80000-99999","data_scientist","['Statistical Software', 'Data Analysis', 'R', 'SAS', 'Tableau']","c_1763"
"129_2786c23b6238da7d","Sr Medical Economics Data Scientist","80000-99999","data_scientist","['Microsoft Powerpoint', 'R', 'SAS', 'Microsoft Office', 'Excel', 'SQL', 'Managed Care']","c_391"
"130_a0fd6831fbc65cb1","Data Scientist","80000-99999","data_scientist","['Microsoft Office']","c_2042"
"131_3c371b712ace44cf","Digital Media Data Scientist","80000-99999","data_scientist","['Microsoft SQL Server', 'Data Mining', 'R', 'Oracle', 'SAS', 'SQL', 'Teradata']","c_642"
"132_46b956db9d9df555","Data Scientist II- Clayton (Full Time)","80000-99999","data_scientist","['Statistical Software', 'Business Intelligence', 'Data Mining', 'Analysis Skills', 'Data Analysis', 'SAS', 'Business Analysis', 'SQL']","c_508"
"133_46b1aa6b464bae94","Data Scientist - Generalist","80000-99999","data_scientist","['Java', 'MATLAB', 'Data Science', 'Python']","c_272"
"134_868d1d042b6cf33d","Data Scientist","80000-99999","data_scientist","['Statistical Software', 'R', 'SAS', 'SQL', 'SPSS', 'Python']","c_1587"
"135_ee1723cae957f03e","Sr Data Scientist","80000-99999","data_scientist","['Machine Learning']","c_1409"
"136_0b1e6cf5554fe288","Data Scientist","80000-99999","data_scientist","['Microsoft Office']","c_2020"
"137_82c5e27e77990fa2","Data Scientist I (664803)","80000-99999","data_scientist","['R', 'Statisical Analysis', 'SAS', 'Minitab', 'SPSS', 'Python']","c_238"
"138_2a4da7fa99f4b9ae","AI Principal Data Scientist - PS12776","80000-99999","data_scientist","['AI', 'Data Mining', 'Machine Learning']","c_143"
"139_ee1723cae957f03e","Sr Data Scientist","80000-99999","data_scientist","['Hive', 'Data Mining', 'Machine Learning', 'Scripting', 'R', 'SQL', 'HBase', 'MongoDB', 'NoSQL', 'MATLAB']","c_1409"
"140_25b5166547bbf543","Principal-Data Scientist","80000-99999","data_scientist","['Machine Learning']","c_200"
"141_b2b9c1092824ddba","Data Scientist","80000-99999","data_scientist","['Pig', 'Machine Learning', 'R', 'Perl', 'Sentiment Analytics', 'SQL', 'MySQL', 'SPSS', 'PostgreSQL', 'AI', 'Data Mining', 'Weka', 'Oracle', 'SAS', 'Minitab', 'Tableau', 'Spark', 'Python', 'Data Science']","c_2160"
"142_2e8d122bc3bdde9f","Enterprise Data Scientist","80000-99999","data_scientist","['Statistical Software', 'Microsoft Powerpoint', 'R', 'SAS', 'STATA', 'Microsoft Word', 'SPSS']","c_1507"
"143_26877094797beef3","Data Scientist","80000-99999","data_scientist","['AI']","c_1273"
"144_131f8387a45b81d9","Consumer Banking Data Scientist","80000-99999","data_scientist","['SAS', 'Excel', 'SQL', 'Microsoft Access']","c_1861"
"145_9e215d88a6b33622","Data Scientist","80000-99999","data_scientist","['Quantitative Analysis', 'Visual Basic', 'R', 'Oracle', 'C/C++', 'Excel', 'SQL', 'Tableau', 'ArcGIS', 'Troubleshooting', 'QlikView', 'Python', 'GIS']","c_617"
"146_ec34037a9c92d805","Senior Associate Data Scientist","80000-99999","data_scientist","['AI', 'Machine Learning', 'R', 'SQL', 'Data Analysis', 'Python']","c_122"
"147_047b62455c008da3","Data Scientist","80000-99999","data_scientist","['Hive', 'Data Mining', 'Ruby', 'Machine Learning', 'Hadoop', 'R', 'Statisical Analysis', 'C/C++', 'Java', 'Spark', 'MATLAB', 'Python', 'PHP']","c_1122"
"148_b8295c348463e6f3","Data Scientist - Cancer Dependency Map","80000-99999","data_scientist","['Machine Learning', 'R', 'MATLAB']","c_344"
"149_f1374be6a45f4b8a","Data Scientist for Autonomous Systems","80000-99999","data_scientist","['TensorFlow', 'Machine Learning', 'R', 'MATLAB', 'Data Science', 'Python', 'C/C++']","c_1060"
"150_759af91e89b79cf5","New Account Fraud Data Scientist","80000-99999","data_scientist","['Data Mining', 'Microsoft SQL Server', 'Machine Learning', 'R', 'SAS', 'SQL', 'Tableau', 'ACH', 'Six Sigma', 'Python', 'DB2']","c_255"
"151_832c5efd7d5c2d6e","Analytics Data Scientist","80000-99999","data_scientist","['TensorFlow', 'Hive', 'Machine Learning', 'R', 'Azure', 'Google Cloud Platform', 'Statisical Analysis', 'C/C++', 'SQL', 'MySQL', 'S3', 'JavaScript', 'Data Mining', 'Hadoop', 'Scripting', 'Java', 'Spark', 'Python', 'Data Science']","c_2018"
"152_2c4b4bbb6840a346","Data Scientist","80000-99999","data_scientist","['Machine Learning', 'C/C++', 'SQL', 'Troubleshooting', 'NoSQL', 'Python']","c_833"
"153_f36948dc70aedfee","Quantitative Research Scientist / Data Scientist","80000-99999","data_scientist","['Machine Learning', 'Data Management', 'Network', 'R', 'C/C++', 'JSON', 'SQL', 'Haskell', 'Java', 'CI', 'Unit Testing', 'NoSQL', 'MATLAB', 'Python', 'OOP']","c_1457"
"154_b8acc26118799f48","Data Scientist","80000-99999","data_scientist","['Data Mining', 'Machine Learning', 'R', 'Statisical Analysis', 'Java', 'Natural Language Processing', 'MATLAB', 'Python']","c_1110"
"155_eb24c57e72a85c13","Statistician (Data Scientist)","80000-99999","data_scientist","['Linux', 'System Design', 'Survival Analysis', 'Machine Learning', 'R', 'SQL', 'Java', 'MATLAB', 'Python']","c_622"
"156_f1557471a26b6171","Data Scientist Information Manager","80000-99999","data_scientist","['Database Administration', 'Microsoft SQL Server', 'R', 'PostgreSQL', 'MATLAB', 'OOP', 'PHP', 'Drupal', 'Software Testing', 'SAS', 'Microsoft Office', 'Content Management Systems', 'ArcGIS', 'Troubleshooting', 'WordPress']","c_1397"
"157_7cb8926c790321ab","Senior Data Scientist","80000-99999","data_scientist","['TensorFlow', 'Linux', 'Machine Learning', 'C/C++', 'Python', 'Jira']","c_403"
"158_131f8387a45b81d9","Consumer Banking Data Scientist","80000-99999","data_scientist","['Data Mining', 'SAS', 'Excel', 'SQL', 'Microsoft Access']","c_1861"
"159_3a1edc2d763c4288","Data Scientist I - Agent Based Modeler (Java/Python)","80000-99999","data_scientist","['Java', 'Machine Learning', 'Python']","c_2070"
"160_a4e4e2eaf26690c9","Federal - Data Scientist","80000-99999","data_scientist","['Big Data', 'SAS']","c_29"
